 velocity =    174974402.285556     
 velocity =    272903537.078706     
 velocity =    272903537.078706     
 velocity =    174188613.608240     
 velocity =    201361049.636619     
 velocity =    201361049.636619     
 velocity =    120462261.290567     
 velocity =    120462261.290567     
 velocity =    253535143.958193     
 velocity =    253535143.958193     
 velocity =    142565064.347037     
 velocity =    142565064.347037     
 velocity =    109137362.251793     
 velocity =    231188527.072399     
 velocity =    231188527.072399     
 velocity =    162375884.187968     
 velocity =    162375884.187968     
 velocity =    173818191.715694     
 velocity =    173318204.430355     
 velocity =    157873264.605701     
 velocity =    254182925.812732     
 velocity =    209626344.364459     
 velocity =    128572382.677532     
 velocity =    128572382.677532     
 velocity =    252465807.111452     
 velocity =    252465807.111452     
 velocity =    241676180.866604     
 velocity =    241676180.866604     
 velocity =    271004046.176353     
 velocity =    271004046.176353     
 velocity =    297311236.076936     
 velocity =    297311236.076936     
 velocity =    297311236.076936     
 velocity =    273961853.041982     
 velocity =    273961853.041982     
 velocity =    149191012.296305     
 velocity =    189364699.326800     
 velocity =    189364699.326800     
 velocity =    189364699.326800     
 velocity =    189364699.326800     
 velocity =    242366525.250702     
 velocity =    242366525.250702     
 velocity =    183965378.723497     
 velocity =    183965378.723497     
 velocity =    183965378.723497     
 velocity =    154648708.451930     
 velocity =    154648708.451930     
 velocity =    259636698.344762     
 velocity =    259636698.344762     
 velocity =    259636698.344762     
 velocity =    213032175.276267     
 velocity =    213032175.276267     
 velocity =    201301015.245040     
 velocity =    201301015.245040     
 velocity =    257046257.605698     
 velocity =    257046257.605698     
 velocity =    181645131.265439     
 velocity =    268782855.469436     
 velocity =    268782855.469436     
 velocity =    140749664.982131     
 velocity =    140749664.982131     
 velocity =    161574179.382520     
 velocity =    161574179.382520     
 velocity =    130003018.806721     
 velocity =    130003018.806721     
 velocity =    130003018.806721     
 velocity =    196863829.243493     
 velocity =    278021959.782483     
 velocity =    278021959.782483     
 velocity =    177745284.844480     
 velocity =    177745284.844480     
 velocity =    176422526.484700     
 velocity =    176422526.484700     
 velocity =    176422526.484700     
 velocity =    277984069.612897     
 velocity =    188524532.158484     
 velocity =    188524532.158484     
 velocity =    274484551.503776     
 velocity =    274484551.503776     
 velocity =    156884370.619267     
 velocity =    156884370.619267     
 velocity =    190432490.533785     
 velocity =    190432490.533785     
 velocity =    190114185.195867     
 velocity =    191871073.099351     
 velocity =    191871073.099351     
 velocity =    265249487.050718     
 velocity =    265249487.050718     
 velocity =    265249487.050718     
 velocity =    264302268.985851     
 velocity =    264302268.985851     
 velocity =    198078255.674188     
 velocity =    198078255.674188     
 velocity =    190814519.870360     
 velocity =    190814519.870360     
 velocity =    155374439.279288     
 velocity =    155374439.279288     
 velocity =    268363284.826157     
 velocity =    268363284.826157     
 velocity =    178691374.136055     
 iorb =            1           1           0         100  2.616637428052666E+016
 velocity =    178691374.136055     
 velocity =    183813996.687348     
 velocity =    183813996.687348     
 velocity =    277408448.916111     
 velocity =    277408448.916111     
 velocity =    203532919.281490     
 velocity =    203532919.281490     
 velocity =    259507907.281672     
 velocity =    259507907.281672     
 velocity =    277521138.521267     
 velocity =    277521138.521267     
 velocity =    272721394.379619     
 velocity =    272721394.379619     
 velocity =    157459812.862202     
 velocity =    157459812.862202     
 velocity =    137437080.996381     
 velocity =    165244900.411874     
 velocity =    248840452.324197     
 velocity =    248840452.324197     
 velocity =    196700010.216343     
 velocity =    196700010.216343     
 velocity =    196700010.216343     
 velocity =    210381215.244332     
 velocity =    243169663.386236     
 velocity =    243169663.386236     
 velocity =    259639020.787714     
 velocity =    179324387.620373     
 velocity =    179324387.620373     
 velocity =    169128794.759569     
 velocity =    169128794.759569     
 velocity =    179513039.638733     
 velocity =    179513039.638733     
 velocity =    270236801.101999     
 velocity =    134996807.125227     
 velocity =    134996807.125227     
 velocity =    134996807.125227     
 velocity =    274981793.392825     
 velocity =    274981793.392825     
 velocity =    253529936.864533     
 velocity =    253529936.864533     
 velocity =    253529936.864533     
 velocity =    274548913.389906     
 velocity =    274548913.389906     
 velocity =    173820650.578511     
 velocity =    173820650.578511     
 velocity =    143414082.276260     
 velocity =    143414082.276260     
 velocity =    227098587.037044     
 velocity =    133348014.635658     
 velocity =    133348014.635658     
 velocity =    262719178.520629     
 velocity =    186335815.778998     
 velocity =    186335815.778998     
 velocity =    161895953.886433     
 velocity =    161895953.886433     
 velocity =    296149041.409161     
 velocity =    296149041.409161     
 velocity =    243528791.045007     
 velocity =    243528791.045007     
 velocity =    243528791.045007     
 velocity =    280223235.463108     
 velocity =    261359472.599363     
 velocity =    261359472.599363     
 velocity =    176981945.006478     
 velocity =    176981945.006478     
 velocity =    157352955.201809     
 velocity =    240681080.230360     
 velocity =    240681080.230360     
 velocity =    198117418.036244     
 velocity =    187553194.339683     
 velocity =    187654459.237205     
 velocity =    256286143.781460     
 velocity =    282911373.481087     
 velocity =    282911373.481087     
 velocity =    282911373.481087     
 velocity =    172206369.669904     
 velocity =    172206369.669904     
 velocity =    146067196.971114     
 velocity =    220448201.275787     
 velocity =    220448201.275787     
 velocity =    225193023.173496     
 velocity =    126904313.202926     
 velocity =    126904313.202926     
 velocity =    213768223.987164     
 velocity =    189435123.564521     
 velocity =    189435123.564521     
 velocity =    129467685.686040     
 velocity =    129467685.686040     
 velocity =    286061411.914597     
 velocity =    286061411.914597     
 velocity =    254782162.818914     
 velocity =    136787412.090659     
 velocity =    181915147.551267     
 velocity =    187647622.395947     
 velocity =    187647622.395947     
 velocity =    171783485.290491     
 velocity =    194691743.420463     
 velocity =    194691743.420463     
 velocity =    195409266.093086     
 velocity =    195409266.093086     
 iorb =            1           1           0         200  3.057625779123301E+016
 velocity =    165126366.344428     
 velocity =    165126366.344428     
 velocity =    165126366.344428     
 velocity =    165126366.344428     
 velocity =    279804912.160710     
 velocity =    279804912.160710     
 velocity =    279804912.160710     
 velocity =    159504460.907363     
 velocity =    159504460.907363     
 velocity =    139575101.596732     
 velocity =    257466507.774879     
 velocity =    257466507.774879     
 velocity =    119466000.369810     
 velocity =    169850517.782633     
 velocity =    169850517.782633     
 velocity =    279971182.006691     
 velocity =    279971182.006691     
 velocity =    162422442.831761     
 velocity =    162422442.831761     
 velocity =    188874047.232743     
 velocity =    126703858.339851     
 velocity =    126703858.339851     
 velocity =    266798813.580152     
 velocity =    266798813.580152     
 velocity =    234892378.678157     
 velocity =    234892378.678157     
 velocity =    275748496.856318     
 velocity =    275748496.856318     
 velocity =    268828968.084426     
 velocity =    268828968.084426     
 velocity =    281156254.594888     
 velocity =    281156254.594888     
 velocity =    250419403.217394     
 velocity =    285486862.745089     
 velocity =    285486862.745089     
 velocity =    285486862.745089     
 velocity =    262011746.451055     
 velocity =    262011746.451055     
 velocity =    240559353.095062     
 velocity =    240559353.095062     
 velocity =    264781184.547450     
 velocity =    157930291.871688     
 velocity =    157930291.871688     
 velocity =    79934378.0207154     
 velocity =    79934378.0207154     
 velocity =    257842277.066522     
 velocity =    257842277.066522     
 velocity =    267838439.671442     
 velocity =    267838439.671442     
 velocity =    258230334.247515     
 velocity =    258230334.247515     
 velocity =    144206041.295172     
 velocity =    144206041.295172     
 velocity =    266062453.465233     
 velocity =    266062453.465233     
 velocity =    258337199.032072     
 velocity =    258337199.032072     
 velocity =    174255681.521695     
 velocity =    174255681.521695     
 velocity =    206426897.633571     
 velocity =    206426897.633571     
 velocity =    151047238.192032     
 velocity =    151047238.192032     
 velocity =    275170308.515492     
 velocity =    275170308.515492     
 velocity =    266047260.531582     
 velocity =    266047260.531582     
 velocity =    261953650.312423     
 velocity =    264709686.255282     
 velocity =    264709686.255282     
